split,record_index,record_id,source,template_family,error_category,text,gold_entity,predicted_entity,gold_span,predicted_span,gold_text,predicted_text,prediction_confidence,gold_label_probability
test,1210,32518,gretel_finance_pii,,false negative,"Sure, here's an example of a Mortgage Amortization Schedule for a VA Loan tailored to military veterans and service members:

| Payment Number | Payment Date | Principal | Interest | Total Payment | Remaining Balance |
| --- | --- | --- | --- | --- | --- |
| 1 | 01/01/2023 | $0 | $413.46 | $413.46 | $431,600.00 |
| 2 | 02/01/2023 | $521.33 | $411.21 | $932.54 | $431,078.67 |
| 3 | 03/01/2023 | $521.73 | $410.93 | $932.66 | $430,555.94 |
| 4 | 04/01/2023 | $522.11 | $410.61 | $932.72 | $430,033.83 |
| 5 | 05/01/2023 | $522.48 | $410.28 | $932.76 | $429,511.35 |
| ... | ... | ... | ... | ... | ... |
| 360 | 12/01/2052 | $1,442.13 | $12.54 | $1,454.67 | $0.00 |

In this example, the mortgage loan amount is $431,600 with a fixed interest rate of 3.5% per annum for a term of 30 years (360 payments). The borrower is a military veteran who qualified for a VA Loan. The amortization schedule shows the breakdown of each monthly payment into principal and interest, as well as the remaining balance after each payment. The first payment is due on January 1, 2023. The borrower will have paid off the entire loan amount by the last payment on",PERSON_NAME,,"[1071,1079)",,borrower,,,0.000152242439071415
test,1226,36971,gretel_finance_pii,,false negative,"Loan Application

Loan Application ID: 123456
Date: 01/10/2023

Applicant Information:

Name: Caterina Agnolo Magrassi
Street Address: 1013 Silva Port, Apt. 775
City: Vancouver
State: BC
Zip Code: V6B 1C1
Phone Number: (123) 456-7890
Email: [caterina.magrassi@email.com](mailto:caterina.magrassi@email.com)

Employment Information:

Employer Name: Alpha Corp
Employer Address: 2345 Main Street, Vancouver, BC, V7L 1K9
Position: Senior Software Engineer
Monthly Income: $12,000

Loan Information:

Loan Amount: $50,000
Loan Purpose: Home Renovation
Loan Term: 36 months
First Payment Date: 01/15/2024

Supporting Documents:

1. Pay Stub:
   - Employer: Alpha Corp
   - Employee ID: 123456
   - Net Income: $5,000
   - Date: 09/30/2022

2. Bank Statement:
   - Bank Name: Royal Bank of Canada
   - Account Number: 123456789
   - Balance: $85,000
   - Date: 10/01/2022

3. Identification:
   - Type: Passport
   - Number: BH6UbHXv&62Ijd6#\*0
   - Name: Caterina Agnolo Magrassi
   - Date of Birth: 01/01/1985
   - Issue Date: 02/02/2015
   - Expiration Date: 02/02/2025

By submitting this application, I, Caterina Agnolo Magrassi, here",PERSON_NAME,,"[681,687)",,123456,,,0.3659067650636037
test,1226,36971,gretel_finance_pii,,false positive,"Loan Application

Loan Application ID: 123456
Date: 01/10/2023

Applicant Information:

Name: Caterina Agnolo Magrassi
Street Address: 1013 Silva Port, Apt. 775
City: Vancouver
State: BC
Zip Code: V6B 1C1
Phone Number: (123) 456-7890
Email: [caterina.magrassi@email.com](mailto:caterina.magrassi@email.com)

Employment Information:

Employer Name: Alpha Corp
Employer Address: 2345 Main Street, Vancouver, BC, V7L 1K9
Position: Senior Software Engineer
Monthly Income: $12,000

Loan Information:

Loan Amount: $50,000
Loan Purpose: Home Renovation
Loan Term: 36 months
First Payment Date: 01/15/2024

Supporting Documents:

1. Pay Stub:
   - Employer: Alpha Corp
   - Employee ID: 123456
   - Net Income: $5,000
   - Date: 09/30/2022

2. Bank Statement:
   - Bank Name: Royal Bank of Canada
   - Account Number: 123456789
   - Balance: $85,000
   - Date: 10/01/2022

3. Identification:
   - Type: Passport
   - Number: BH6UbHXv&62Ijd6#\*0
   - Name: Caterina Agnolo Magrassi
   - Date of Birth: 01/01/1985
   - Issue Date: 02/02/2015
   - Expiration Date: 02/02/2025

By submitting this application, I, Caterina Agnolo Magrassi, here",,API_KEY,,"[919,926)",,BH6UbHX,0.5553653197629111,
test,1249,40046,gretel_finance_pii,,false negative,"-----------------------------------------------------------------------------------------------------------------

**Musician Card Application**

Thank you for considering the Musician Card! We're excited to support musicians and music enthusiasts with a credit card that caters to your unique needs. Please fill out the following application to help us determine your eligibility.

**Personal Information**

1. Full Name: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
2. Date of Birth: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
3. Email Address: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
4. Mobile Phone Number: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
5. Home Address: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_

**Financial Information**

6. Employment Status: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
   (If employed, please provide employer name and annual income)

7. Total Annual Income: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
8. Monthly Rent/Mortgage Payment: \_\_\_\_\_\_\_\_\_\_\_\_
9. Other Sources of Income: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_

   (e.g., music performances, royalties, endorsements, music lessons)

**Music-Related Information**

10. Preferred Music Genre: \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
11. Preferred Music Gear Brands: \_\_\_\_\_\_\_\_\_\_\_\_\_\_
12. Average Monthly Music-Related Expenses: \_\_\_\_\_\_\_\_\_

**Credit History**

13. Have you ever applied for a credit card before? \_\_\_\_\_
    (Yes/No)

1",DOB,,"[483,496)",,Date of Birth,,,0.061602103213469185
test,1262,synthetic-00001315,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 543-97-4818 was replayed after a warehouse timeout. log_sequence=1315,BUSINESS_ID,SSN,"[21,32)","[21,32)",543-97-4818,543-97-4818,0.9974614296640668,
test,1264,synthetic-00017807,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 836-14-8847 was replayed after a warehouse timeout. log_sequence=17807,BUSINESS_ID,SSN,"[21,32)","[21,32)",836-14-8847,836-14-8847,0.9947767342839923,
test,1275,synthetic-00018339,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 465-83-9887 was replayed after a warehouse timeout. log_sequence=18339,BUSINESS_ID,SSN,"[21,32)","[21,32)",465-83-9887,465-83-9887,0.9954729676246643,
test,1291,synthetic-00012221,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 302-35-1477 was replayed after a warehouse timeout. log_sequence=12221,BUSINESS_ID,SSN,"[21,32)","[21,32)",302-35-1477,302-35-1477,0.9974102775255839,
test,1334,40783,gretel_finance_pii,,false positive,"-------------------------------------------------------------------------------------------------------------------
LATE FEE BREAKDOWN
-------------------------------------------------------------------------------------------------------------------

Account Holder: Dafne Roma-Vergara
Account Number: 1234-5678-9012-3456 (last four digits)

Statement Period: 01/01/2023 - 01/31/2023
Due Date: 02/28/2023

-------------------------------------------------------------------------------------------------------------------
TRANSACTION DETAILS
-------------------------------------------------------------------------------------------------------------------

| Date | Description | Amount (USD) | Status |
|------|-------------|--------------|--------|
| 01/15/2023 | Purchase at The Emporium | -50.00 | Pending |
| 01/20/2023 | Purchase at Groceries R Us | -87.95 | Pending |
| 01/25/2023 | Purchase at Online Shopping | -154.85 | Pending |
| 02/03/2023 | LATE PAYMENT | 35.00 | Applied |
| 02/03/2023 | LATE FEES | 35.00 | Applied |

-------------------------------------------------------------------------------------------------------------------
APPLIED LATE FEES
-------------------------------------------------------------------------------------------------------------------

| Type | Amount (USD) | Date |
|------|--------------|------|
| Late Payment | 35.00 | 02/03/2023 |
| Late Fees | 35.00 | 02/03/2023 |

-------------------------------------------------------------------------------------------------------------------
CURRENT AMOUNT DUE
-------------------------------------------------------------------------------------------------------------------

| Total |
|-------|
| 35.00 |

-------------------------------------------------------------------------------------------------------------------
CONTACT INFORMATION
-------------------------------------------------------------------------------------------------------------------

| Service | Address |
|---------|---------|
| Billing | ",,CREDIT_CARD_NUMBER,,"[303,322)",,1234-5678-9012-3456,0.9657117376724879,
test,1343,26759,gretel_finance_pii,,boundary-too-short,"Financial Aid Application

Emergency Fund Request

Applicant Details:

Full Name: Ties Brian Grondel
Date of Birth: DD/MM/YYYY
Customer ID: CUST64585866

Mailing Address:
256 Paseo de Francisco Javier Río, Apt. 15
City: [City Name]
Postcode: [Postcode]

Contact Information:
Email: [Email]
Phone: [Phone Number]

Education Details:
Name of Institution: [Institution Name]
Course of Study: [Course of Study]
Expected Graduation Date: DD/MM/YYYY

Emergency Fund Request Details:

Please describe the unexpected financial challenge you are facing:
I am writing to request financial assistance due to an unexpected financial challenge. Recently, I lost my part-time job due to the company downsizing, which has significantly impacted my ability to cover my living expenses and tuition fees. I have explored various options, including seeking additional part-time work, but due to the current economic climate, it has been challenging to find a suitable position.

Please explain the immediate need for financial assistance to continue education:
I am seeking emergency financial assistance to continue my education without interruption. The funds will be used to cover my tuition fees for the upcoming semester and help with my living expenses. I am committed to completing my education, and I am confident that with the right support, I will be able to overcome this financial setback and achieve my academic goals.

I understand that the provision of false or misleading information may result in the denial of financial aid and possible disciplinary action.

Signature: [Signature]
Date: DD/MM/YYYY",PERSON_NAME,PERSON_NAME,"[82,100)","[87,100)",Ties Brian Grondel,Brian Grondel,0.9963275641202927,
test,1345,synthetic-00008497,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 666-46-8250 was replayed after a warehouse timeout. log_sequence=8497,BUSINESS_ID,SSN,"[21,32)","[21,32)",666-46-8250,666-46-8250,0.9970054881913322,
test,1349,47711,gretel_finance_pii,,false negative,":20:OOFFXU123
:25:20230913
:28C:5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORT
:60F:CAD
:61:1234567890/UFCBANXxx
:86:4
:62F:2023-09-13
:63F:2023-09-13
:64F:/
:65F:123456.78
:66F:CAD
:68F:2023-09-13
:69F:2023-09-13
:70:/
:71F:0.00
:72:/
:73F:0.00
:74F:0.00
:75F:0.00
:76T:CC
:77T:/
:86:4
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD123456.782023-09-132023-09-13
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD12345.672023-09-122023-09-12
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD15000.002023-09-102023-09",PERSON_NAME,,"[472,503)",,LAKE MELISSAPORTCAD12345.672023,,,0.022958225311413116
test,1349,47711,gretel_finance_pii,,false positive,":20:OOFFXU123
:25:20230913
:28C:5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORT
:60F:CAD
:61:1234567890/UFCBANXxx
:86:4
:62F:2023-09-13
:63F:2023-09-13
:64F:/
:65F:123456.78
:66F:CAD
:68F:2023-09-13
:69F:2023-09-13
:70:/
:71F:0.00
:72:/
:73F:0.00
:74F:0.00
:75F:0.00
:76T:CC
:77T:/
:86:4
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD123456.782023-09-132023-09-13
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD12345.672023-09-122023-09-12
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD15000.002023-09-102023-09",,PERSON_NAME,,"[48,65)",,STAHR-SCHULZ50942,0.6562441358199487,
test,1349,47711,gretel_finance_pii,,false positive,":20:OOFFXU123
:25:20230913
:28C:5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORT
:60F:CAD
:61:1234567890/UFCBANXxx
:86:4
:62F:2023-09-13
:63F:2023-09-13
:64F:/
:65F:123456.78
:66F:CAD
:68F:2023-09-13
:69F:2023-09-13
:70:/
:71F:0.00
:72:/
:73F:0.00
:74F:0.00
:75F:0.00
:76T:CC
:77T:/
:86:4
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD123456.782023-09-132023-09-13
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD12345.672023-09-122023-09-12
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD15000.002023-09-102023-09",,PERSON_NAME,,"[335,336)",,A,0.48352646827697754,
test,1349,47711,gretel_finance_pii,,false positive,":20:OOFFXU123
:25:20230913
:28C:5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORT
:60F:CAD
:61:1234567890/UFCBANXxx
:86:4
:62F:2023-09-13
:63F:2023-09-13
:64F:/
:65F:123456.78
:66F:CAD
:68F:2023-09-13
:69F:2023-09-13
:70:/
:71F:0.00
:72:/
:73F:0.00
:74F:0.00
:75F:0.00
:76T:CC
:77T:/
:86:4
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD123456.782023-09-132023-09-13
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD12345.672023-09-122023-09-12
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD15000.002023-09-102023-09",,PERSON_NAME,,"[337,338)",,R,0.5738947987556458,
test,1349,47711,gretel_finance_pii,,false positive,":20:OOFFXU123
:25:20230913
:28C:5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORT
:60F:CAD
:61:1234567890/UFCBANXxx
:86:4
:62F:2023-09-13
:63F:2023-09-13
:64F:/
:65F:123456.78
:66F:CAD
:68F:2023-09-13
:69F:2023-09-13
:70:/
:71F:0.00
:72:/
:73F:0.00
:74F:0.00
:75F:0.00
:76T:CC
:77T:/
:86:4
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD123456.782023-09-132023-09-13
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD12345.672023-09-122023-09-12
:98A:UFCBANXxx5244575WALBURGA STAHR-SCHULZ50942 BRYCE SPUR, LAKE MELISSAPORTCAD15000.002023-09-102023-09",,PERSON_NAME,,"[341,350)",,HULZ50942,0.5502958978925433,
test,1368,synthetic-00011955,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 564-88-1017 was replayed after a warehouse timeout. log_sequence=11955,BUSINESS_ID,SSN,"[21,32)","[21,32)",564-88-1017,564-88-1017,0.9975060990878514,
test,1381,32989,gretel_finance_pii,,boundary-too-short,"Biometric Trade Confirmation

Trade Date: 06/14/2022
Security: ABC Tech Inc. (ABCT)
Quantity: 500 shares
Price: $120.50 per share

Dear Billy Moore,

We are pleased to confirm the successful execution of your recent trade. This confirmation serves as your formal record of the transaction.

Trade Details:
- Trade Date: 06/14/2022
- Security: ABC Tech Inc. (ABCT)
- Quantity: 500 shares
- Price: $120.50 per share

Settlement Instructions:
In accordance with our standard procedures, the securities and funds will be settled as follows:
- Securities Delivery: 75899 Webb Gateway, Apt. 64712, [City], [State], [Zip Code]
- Payment: Credit Card Number **** 4840 1348 4492 9367

Biometric Confirmation:
To further ensure the security and integrity of this transaction, we have utilized biometric authentication technology to validate and confirm the trade details using your unique biological traits. This added layer of security provides enhanced protection for your financial information.

Should you have any questions or require additional information, please do not hesitate to contact us.

Sincerely,

[Your Name]
[Your Title]
[Your Company]
[Your Company's Contact Information]",CREDIT_CARD_NUMBER,CREDIT_CARD_NUMBER,"[650,674)","[655,674)",**** 4840 1348 4492 9367,4840 1348 4492 9367,0.967297500371933,
test,1386,35204,gretel_finance_pii,,boundary-too-short,"Dear Lina Vilanova,

We hope this message finds you well. As a valued policyholder with us, we would like to take a moment to detail the procedure for submitting and receiving reimbursement for covered claims and expenses.

To begin the claims reimbursement procedure, please ensure that you have all necessary documentation and receipts related to the expense. This may include invoices, medical bills, or repair estimates. Once you have gathered all necessary paperwork, you may submit your claim through one of the following methods:

1. Email: You may send scanned or digital copies of your documents to [claims@exampleinsurance.com](mailto:claims@exampleinsurance.com). Please be sure to include your policy number, which can be found in the top right corner of your policy documents, in the subject line of your email.
2. Mail: You may also send physical copies of your documents to the following address:

Example Insurance
Attn: Claims Department
27618 Monique Via
",STREET_ADDRESS,STREET_ADDRESS,"[955,972)","[955,957)",27618 Monique Via,27,0.5091449022293091,
test,1391,9887,gretel_finance_pii,,wrong entity class,"BAI2File
Version=""2.3""
:Record:1:
:Type:2::
:Format:10::
:BankID:123456789::
:FillCode:0001::
:Ref:1::
:DFIAccountNumber:1234567890::
:FIId:123456::
:RDFIID:987654::
:RDFIName:GlobalBank::
:RDFIRef:12345::
:FileDate:20220222::
:Record:2:
:Type:10::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:3:
:Type:11::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:4:
:Type:20::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:99:
:Type:99::
:Format:1::
:DFIAccountNumber:1234",PERSON_NAME,STREET_ADDRESS,"[362,375)","[360,375)",Clayton Forge,5 Clayton Forge,0.8255921602249146,
test,1391,9887,gretel_finance_pii,,false positive,"BAI2File
Version=""2.3""
:Record:1:
:Type:2::
:Format:10::
:BankID:123456789::
:FillCode:0001::
:Ref:1::
:DFIAccountNumber:1234567890::
:FIId:123456::
:RDFIID:987654::
:RDFIName:GlobalBank::
:RDFIRef:12345::
:FileDate:20220222::
:Record:2:
:Type:10::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:3:
:Type:11::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:4:
:Type:20::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:99:
:Type:99::
:Format:1::
:DFIAccountNumber:1234",,STREET_ADDRESS,,"[585,600)",,5 Clayton Forge,0.8377396464347839,
test,1391,9887,gretel_finance_pii,,false positive,"BAI2File
Version=""2.3""
:Record:1:
:Type:2::
:Format:10::
:BankID:123456789::
:FillCode:0001::
:Ref:1::
:DFIAccountNumber:1234567890::
:FIId:123456::
:RDFIID:987654::
:RDFIName:GlobalBank::
:RDFIRef:12345::
:FileDate:20220222::
:Record:2:
:Type:10::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:3:
:Type:11::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:4:
:Type:20::
:Format:1::
:DFIAccountNumber:1234567890::
:AcctNumber:555555555::
:AcctName:Michele M. Montalcini::
:Address1:5 Clayton Forge::
:City:London::
:State:LND::
:ZipCode:EC1A 1DD::
:Country:United Kingdom::
:Record:99:
:Type:99::
:Format:1::
:DFIAccountNumber:1234",,STREET_ADDRESS,,"[810,825)",,5 Clayton Forge,0.835737869143486,
test,1398,40179,gretel_finance_pii,,boundary-too-short,"CLEARING ADDENDUM

This Clearing Addendum (the ""Addendum"") is entered into as of [Insert Date] (the ""Effective Date"") by and between [Insert Clearing House], a [Insert Jurisdiction] corporation with its head office located at [Insert Address] (the ""Clearing House""), and [Insert Counterparty], a [Insert Jurisdiction] corporation with its head office located at 42805 Melendez Camp, Gregoryside (the ""Counterparty"").

WHEREAS, the Counterparty and the Clearing House have entered into an ISDA Master Agreement, dated as of [Insert Date] (the ""ISDA Master Agreement""); and

WHEREAS, the parties desire to set forth the additional terms and conditions applicable to Cleared Transactions (as defined below) entered into between the parties in accordance with the ISDA Master Agreement;

NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein and for other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the parties agree as follows:

1. DEFINITIONS

""Cleared Transaction"" means any transaction cleared through the Clearing House in accordance with the rules and procedures of the Clearing House.

2. CREDIT SUPPORT

2.1 The parties agree that the provisions of Section 2 (Credit Support) of the ISDA Master Agreement shall not apply to Cleared Transactions.

2.2 In respect of each Cleared Transaction, the parties shall comply with the credit support provisions set forth in the rules and procedures of the Clearing House.

3. EVENTS OF DEFAULT

3.1 The parties agree that the provisions of Section 5 (Events of Default) of the ISDA Master Agreement shall not apply to Cleared Transactions.

3.2 In respect of each Cleared Transaction, the parties shall comply with the events of default provisions set forth in the rules and procedures of the Clearing House.

4. GOVERNING LAW

This Addendum shall be governed by and construed in accordance with the laws of the jurisdiction in which the Clearing House is located.

5. MISCELLANEOUS

5.1 This Addendum may not be amended or modified except by a writing",STREET_ADDRESS,STREET_ADDRESS,"[226,242)","[229,241)",[Insert Address],sert Address,0.6820668876171112,
test,1398,40179,gretel_finance_pii,,false negative,"CLEARING ADDENDUM

This Clearing Addendum (the ""Addendum"") is entered into as of [Insert Date] (the ""Effective Date"") by and between [Insert Clearing House], a [Insert Jurisdiction] corporation with its head office located at [Insert Address] (the ""Clearing House""), and [Insert Counterparty], a [Insert Jurisdiction] corporation with its head office located at 42805 Melendez Camp, Gregoryside (the ""Counterparty"").

WHEREAS, the Counterparty and the Clearing House have entered into an ISDA Master Agreement, dated as of [Insert Date] (the ""ISDA Master Agreement""); and

WHEREAS, the parties desire to set forth the additional terms and conditions applicable to Cleared Transactions (as defined below) entered into between the parties in accordance with the ISDA Master Agreement;

NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein and for other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the parties agree as follows:

1. DEFINITIONS

""Cleared Transaction"" means any transaction cleared through the Clearing House in accordance with the rules and procedures of the Clearing House.

2. CREDIT SUPPORT

2.1 The parties agree that the provisions of Section 2 (Credit Support) of the ISDA Master Agreement shall not apply to Cleared Transactions.

2.2 In respect of each Cleared Transaction, the parties shall comply with the credit support provisions set forth in the rules and procedures of the Clearing House.

3. EVENTS OF DEFAULT

3.1 The parties agree that the provisions of Section 5 (Events of Default) of the ISDA Master Agreement shall not apply to Cleared Transactions.

3.2 In respect of each Cleared Transaction, the parties shall comply with the events of default provisions set forth in the rules and procedures of the Clearing House.

4. GOVERNING LAW

This Addendum shall be governed by and construed in accordance with the laws of the jurisdiction in which the Clearing House is located.

5. MISCELLANEOUS

5.1 This Addendum may not be amended or modified except by a writing",PERSON_NAME,,"[271,292)",,[Insert Counterparty],,,0.17045996943488717
test,1401,synthetic-00005571,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 719-48-8331 was replayed after a warehouse timeout. log_sequence=5571,BUSINESS_ID,SSN,"[21,32)","[21,32)",719-48-8331,719-48-8331,0.9972567898886544,
test,1403,54462,gretel_finance_pii,,boundary-too-long,"Ignazio Gianpietro Bertolucci Real Estate Financial Statement
As of 08:06 AM, January 1, 2023

I. Balance Sheet

Assets:
- Property, 79830 Brandy Rest, New Alejandra, Watts: $1,500,000
- Cash and Cash Equivalents: $250,000
- Accounts Receivable: $125,000
- Total Assets: $1,875,000

Liabilities:
- Accounts Payable: $50,000
- Mortgage Payable: $800,000
- Total Liabilities: $850,000

Equity:
- Owner's Equity: $1,025,000

II. Income Statement

Rental Income: $180,000
Operating Expenses:
- Maintenance and Repairs: $15,000
- Property Taxes: $20,000
- Insurance: $10,000
- Total Operating Expenses: $45,000

Operating Income: $135,000

III. Cash Flow

Cash Inflow:
- Rental Income: $180,000
- Proceeds from Sale of Assets: $0
- Total Cash Inflow: $180,000

Cash Outflow:
- Purchase of Assets: $0
- Capital Expenditures: $10,000
- Principal Repayment: $50,000
- Interest Payment: $20,000
- Total Cash Outflow: $80,000

Net Cash Flow: $100,000

This financial statement provides an overview of the real estate holdings and financial performance of Ignazio Gianpietro Bertolucci as of 08:06 AM, January 1, 2023. The statement includes a balance sheet, income statement, and cash flow statement. The property, located at ",STREET_ADDRESS,STREET_ADDRESS,"[133,165)","[133,172)","79830 Brandy Rest, New Alejandra","79830 Brandy Rest, New Alejandra, Watts",0.9804804416803213,
test,1403,54462,gretel_finance_pii,,false negative,"Ignazio Gianpietro Bertolucci Real Estate Financial Statement
As of 08:06 AM, January 1, 2023

I. Balance Sheet

Assets:
- Property, 79830 Brandy Rest, New Alejandra, Watts: $1,500,000
- Cash and Cash Equivalents: $250,000
- Accounts Receivable: $125,000
- Total Assets: $1,875,000

Liabilities:
- Accounts Payable: $50,000
- Mortgage Payable: $800,000
- Total Liabilities: $850,000

Equity:
- Owner's Equity: $1,025,000

II. Income Statement

Rental Income: $180,000
Operating Expenses:
- Maintenance and Repairs: $15,000
- Property Taxes: $20,000
- Insurance: $10,000
- Total Operating Expenses: $45,000

Operating Income: $135,000

III. Cash Flow

Cash Inflow:
- Rental Income: $180,000
- Proceeds from Sale of Assets: $0
- Total Cash Inflow: $180,000

Cash Outflow:
- Purchase of Assets: $0
- Capital Expenditures: $10,000
- Principal Repayment: $50,000
- Interest Payment: $20,000
- Total Cash Outflow: $80,000

Net Cash Flow: $100,000

This financial statement provides an overview of the real estate holdings and financial performance of Ignazio Gianpietro Bertolucci as of 08:06 AM, January 1, 2023. The statement includes a balance sheet, income statement, and cash flow statement. The property, located at ",PERSON_NAME,,"[167,172)",,Watts,,,0.000760622147936374
test,1433,synthetic-00006635,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 499-15-6289 was replayed after a warehouse timeout. log_sequence=6635,BUSINESS_ID,SSN,"[21,32)","[21,32)",499-15-6289,499-15-6289,0.9894102737307549,
